kind,usingTime,brandName,money,performance,mile,where
MUV,1,威霆,438000,1.47,1,合肥
MUV,6,艾力绅,185000,1.44,770,西安
MUV,2,别克GL8,308000,1.65,250,合肥
MUV,7,SIENNA,360000,1.48,300,北京
MUV,6,艾力绅,189800,1.9,690,石家庄
MUV,4,途安,95000,2.51,830,北京
MUV,4,威霆,369799,1.79,900,贵阳
MUV,5,奔驰V级,299800,1.93,880,上海
MUV,7,SIENNA,298000,1.76,270,广州
MUV,2,传祺M8,226800,1.33,100,成都
MUV,5,别克GL8,216800,1.24,40,金华
MUV,4,威霆,243000,1.77,610,广州
MUV,3,别克GL6,95800,1.74,424,重庆
MUV,2,途睿欧,211800,1.64,4,成都
MUV,0,别克GL8,398000,1.22,1,上海
MUV,2,雷克萨斯LM,1668000,1.81,110,上海
MUV,7,埃尔法,769800,2.37,590,上海
MUV,1,别克GL8,248000,1.92,108,石家庄
MUV,4,途睿欧,210000,1.49,340,北京
MUV,7,Sprinter,488000,1.14,310,北京
MUV,5,凯路威,335000,1.66,459,北京
MUV,5,奥德赛,168000,1.96,881,泉州
MUV,0,奥德赛,298000,1.66,1,上海
MUV,11,埃尔法,246800,2.43,1200,广州
MUV,1,传祺M8,213800,1.54,321,广州
MUV,1,奥德赛,209800,1.67,120,广州
MUV,1,别克GL8,438000,1.96,200,哈尔滨
MUV,1,传祺M8,228000,1.77,1,合肥
MUV,3,埃尔法,938000,2.77,580,上海
MUV,2,别克GL8,206000,1.47,500,泉州
MUV,4,日产NV200,75800,2.39,620,石家庄
MUV,4,日产NV200,86800,2.11,831,佛山
MUV,7,奥德赛,149000,1.99,1200,青岛
MUV,5,埃尔法,738000,2.81,980,东莞
MUV,1,埃尔法,988000,1.98,1,广州
MUV,1,赛那SIENNA,426800,1.57,1,合肥
MUV,3,艾力绅,273900,1.11,240,郑州
MUV,11,途安,47600,2.2,1000,昆明
MUV,2,雷克萨斯LM,1780000,1.27,409,上海
MUV,4,别克GL8,178000,1.95,690,长沙
MUV,4,SIENNA,318000,1.89,420,上海
MUV,11,埃尔法,268800,2.97,2500,佛山
MUV,10,埃尔法,296800,1.24,1200,厦门
MUV,14,麦柯斯,26500,1.32,260,无锡
MUV,4,埃尔法,899000,2.02,680,武汉
MUV,6,夏朗,95800,1.02,160,苏州
MUV,4,奔驰V级,478000,1.66,409,成都
MUV,4,埃尔法,836000,2.71,700,青岛
MUV,1,传祺M8,191800,1.88,330,廊坊
MUV,6,艾力绅,179800,1.01,800,昆明
MUV,6,艾力绅,179800,1,800,合肥
MUV,0,别克GL8,368000,1.44,1,合肥
MUV,1,别克GL8,188000,1.48,600,福州
MUV,4,威霆,338000,1.23,440,廊坊
MUV,1,别克GL8,219800,1.99,4,西安
MUV,1,传祺M8,239800,1.29,51,西安
MUV,1,别克GL8,315000,1.61,280,无锡
MUV,0,别克GL8,409799,1.53,200,上海
MUV,3,奥德赛,218800,1.64,700,长沙
MUV,1,奔驰V级,548000,1.73,90,东莞
MUV,8,SAVANA,488000,1.9,30,成都
MUV,5,奔驰V级,388000,1.82,1000,昆明
MUV,4,传祺M8,145000,1.01,590,常州
MUV,13,奥德赛,66800,4.86,1800,丽水
MUV,7,奥德赛,143000,1.19,1100,丽水
MUV,3,宋MAX,68800,2.36,500,东莞
MUV,1,威尔法,878000,1.52,200,长沙
MUV,3,传祺M6,100900,1.96,370,广州
MUV,3,传祺M6,99800,1.06,389,惠州
MUV,4,奔驰V级,396000,1.36,600,沈阳
MUV,8,夏朗,102899,1.4,1100,广州
MUV,2,奔驰V级,489799,1.49,300,济南
MUV,6,途安,79800,2.91,931,广州
MUV,2,SIENNA,418000,1.69,540,沈阳
MUV,9,途安,49900,2.5,836,郑州
MUV,3,传祺M6,99900,1.04,470,广州
MUV,4,别克GL8,159800,1.61,1000,潍坊
MUV,2,埃尔法,997000,2.58,500,广州
MUV,3,艾力绅,228800,1.12,90,武汉
MUV,5,别克GL8,209800,1.02,500,武汉
MUV,4,别克GL8,208800,1.76,220,上海
MUV,4,奔驰V级,482800,1.96,380,济南
MUV,7,贵士,252800,1.28,670,济南
MUV,4,奔驰V级,582800,1.34,270,济南
MUV,1,威尔法,1000000,1.13,1,上海
MUV,1,赛那SIENNA,438000,1.06,130,武汉
MUV,2,别克GL8,379799,1.38,590,成都
MUV,4,奥德赛,189800,1.08,500,南宁
MUV,4,传祺M8,149800,1.24,380,合肥
MUV,1,埃尔法,1179000,1.19,100,临沂
MUV,10,普瑞维亚,139800,1.56,1200,南宁
MUV,2,威尔法,945000,1.67,210,上海
MUV,3,艾力绅,235600,1.29,775,北京
MUV,4,埃尔法,998000,2.23,500,成都
MUV,1,赛那SIENNA,422800,1.69,90,常州
MUV,5,奔驰V级,398000,1.58,10,潍坊
MUV,10,埃尔法,358000,2.3,3500,南京
MUV,4,奔驰V级,498000,1.02,182,成都
MUV,0,别克GL8,346800,1.75,61,合肥
MUV,1,别克GL8,305000,1.7,100,临沂
MUV,4,埃尔法,928800,1.53,287,北京
MUV,5,别克GL8,149800,1.36,900,无锡
MUV,4,奔驰V级,548000,1.27,235,成都
MUV,9,瑞风M5,49000,2.93,500,济南
MUV,14,奥德赛,39800,4.81,1600,南昌
MUV,1,别克GL8,368000,1.25,76,上海
MUV,5,奔驰V级,349799,1.21,800,无锡
MUV,2,威尔法,918000,1.51,140,上海
MUV,3,威尔法,818000,1.33,480,成都
MUV,1,威尔法,908000,1.48,200,石家庄
MUV,4,奥德赛,203800,1.33,459,昆明
MUV,8,奥德赛,88000,2.33,900,佛山
MUV,2,埃尔法,998000,1.41,440,长沙
MUV,5,奔驰V级,425000,1.38,409,成都
MUV,7,SIENNA,358000,1.08,930,北京
MUV,3,传祺M8,162800,1.03,800,长沙
MUV,2,雷克萨斯LM,1699800,1.3,160,重庆
MUV,1,赛那SIENNA,415800,1.09,1,广州
MUV,1,埃尔法,1020000,1.52,1,广州
MUV,4,别克GL8,289800,1.62,540,南京
MUV,9,贵士,186800,1.1,110,广州
MUV,0,别克GL8,338000,1.51,84,青岛
MUV,6,艾力绅,188000,1.46,760,佛山
MUV,0,别克GL8,365000,1.13,1,合肥
MUV,2,埃尔法,988000,1.04,300,成都
MUV,7,威霆,179800,1.03,900,北京
MUV,2,威尔法,948000,1.27,180,济南
MUV,1,奔驰V级,732800,1.32,100,济南
MUV,5,宋MAX,55800,2.01,550,成都
MUV,5,别克GL8,209800,1.57,796,南宁
MUV,6,艾力绅,228000,1.66,390,成都
MUV,5,奔驰V级,365000,1.97,400,武汉
MUV,2,威尔法,908000,1.03,380,佛山
MUV,13,奥德赛,69800,2.37,981,南宁
MUV,3,宋MAX,66800,2.41,550,东莞
MUV,9,威霆,125000,1.06,1200,济南
MUV,0,别克GL8,255799,1.07,19,沈阳
MUV,1,别克GL8,298000,1.69,240,北京
MUV,7,埃尔法,670000,2.2,1000,济南
MUV,5,奔驰V级,368000,1.59,810,北京
MUV,2,别克GL8,323800,1.42,308,成都
MUV,5,奔驰R级,258000,1.18,831,沈阳
MUV,5,别克GL8,249800,1.28,950,郑州
MUV,5,奔驰V级,335000,1.42,400,长沙
MUV,6,艾力绅,238000,1.33,610,哈尔滨
MUV,0,别克GL8,388000,1.64,1,徐州
MUV,3,威尔法,750000,2.44,660,武汉
MUV,4,埃尔法,888000,2.38,680,郑州
MUV,11,奔驰R级,178000,1.65,390,北京
MUV,1,别克GL8,216000,1.02,229,长沙
MUV,6,威霆,246000,1.79,550,西安
MUV,8,埃尔法,418000,1.7,990,北京
MUV,4,奔驰V级,398000,1,710,海口
MUV,1,威霆,535000,1.22,1,苏州
MUV,4,埃尔法,885000,2.38,900,青岛
MUV,0,别克GL8,356000,1.88,1,西安
MUV,6,艾力绅,208000,1.87,500,嘉兴
MUV,5,奥德赛,198000,1.59,700,海口
MUV,4,长安欧尚A600EV,48800,1.91,380,杭州
MUV,1,埃尔法,1075000,1.34,170,郑州
MUV,1,威霆,398000,1.18,315,成都
MUV,4,威霆,268000,1.84,750,北京
MUV,4,奥德赛,209800,1.82,500,临沂
MUV,2,五菱凯捷,82800,1.22,350,贵阳
MUV,6,艾力绅,199800,1.18,600,中山
MUV,4,别克GL8,198800,1.43,550,兰州
MUV,3,威尔法,860000,1.72,200,哈尔滨
MUV,11,奔驰R级,135000,1.91,280,北京
MUV,4,奥德赛,203000,1.9,900,临沂
MUV,7,奥德赛,135000,1.25,630,青岛
MUV,8,奔驰R级,258800,1.05,869,无锡
MUV,3,奥德赛,229800,1.92,380,东莞
MUV,4,别克GL8,286800,1.08,292,佛山
MUV,5,途睿欧,119800,1.62,860,沈阳
MUV,7,SIENNA,306800,1.58,250,海口
MUV,3,别克GL6,86000,2.14,600,中山
MUV,9,别克GL8,86000,2.14,1400,中山
MUV,5,别克GL8,209800,1.47,1400,南京
MUV,4,别克GL8,185000,1.15,560,长沙
MUV,4,别克GL8,263800,1.74,660,贵阳
MUV,9,威霆,198000,1.97,800,北京
MUV,6,比亚迪e6,54000,4.19,1500,北京
MUV,6,途安,108000,1.21,450,上海
MUV,8,宝骏730,28800,2.35,860,东莞
MUV,4,别克GL8,248000,1.43,900,北京
MUV,7,埃尔法,688000,2.16,831,海口
MUV,1,传祺M8,183000,1.57,300,济南
MUV,9,威霆,218000,1.66,700,北京
MUV,7,奥德赛,148000,1.03,1300,佛山
MUV,1,别克GL8,368000,1.37,300,重庆
MUV,10,埃尔法,298000,1.76,1200,北京
MUV,8,别克GL8,91800,1.83,60,中山
MUV,7,贵士,255000,1.08,890,北京
MUV,10,SAVANA,255000,1.97,400,北京
MUV,8,别克GL8,108000,1.12,40,南京
MUV,12,唯雅诺,98800,2.64,900,泉州
MUV,8,别克GL8,103800,1.69,819,中山
MUV,1,别克GL8,209800,1.65,850,重庆
MUV,6,威霆,225799,1.65,850,重庆
MUV,4,埃尔法,959000,2.85,919,沈阳
MUV,2,传祺M8,136800,1.12,700,重庆
MUV,9,威霆,175000,1.95,300,嘉兴
MUV,5,别克GL8,148000,1.98,831,杭州
MUV,4,SIENNA,485000,1.98,500,哈尔滨
MUV,4,奔驰V级,399799,1.11,498,上海
MUV,4,别克GL8,168000,1.35,590,杭州
MUV,5,别克GL8,235000,1.61,680,合肥
MUV,5,奔驰V级,398000,1.05,389,郑州
MUV,4,埃尔法,826000,1.35,300,石家庄
MUV,3,别克GL6,105800,1.14,90,合肥
MUV,1,传祺M8,209800,1.59,110,西安
MUV,1,传祺M8,288800,1.08,155,佛山
MUV,6,北汽幻速H3,23800,2.2,509,温州
MUV,1,传祺M6,99900,2.25,900,南京
MUV,2,奔驰V级,558000,1.55,370,武汉
MUV,2,威尔法,848000,2.56,540,郑州
MUV,9,别克GL8,66000,2.7,881,济南
MUV,0,长安欧尚科尚,128000,1.33,1,北京
MUV,6,Sprinter,458000,1.36,360,武汉
MUV,3,宋MAX新能源,103800,1.75,500,杭州
MUV,1,别克GL8,315800,1.75,84,海口
MUV,1,别克GL8,228800,1.34,509,西安
MUV,2,五菱凯捷,88000,1.41,300,嘉兴
MUV,8,奥德赛,99900,2.63,900,广州
MUV,0,别克GL8,439000,1.67,10,郑州
MUV,3,长安欧尚A600EV,63800,1.51,200,杭州
MUV,14,别克GL8,32000,2.35,690,北京
MUV,6,艾力绅,189000,1.82,990,厦门
MUV,2,威尔法,888000,1.67,480,成都
MUV,2,威尔法,915000,1.62,229,郑州
MUV,3,长安欧尚A600EV,63800,2.86,600,杭州
MUV,9,SAVANA,299900,1.91,100,广州
MUV,6,威霆,212800,1.11,1100,重庆
MUV,4,奔驰V级,389799,1.9,400,上海
MUV,4,别克GL6,72800,2.55,931,重庆
MUV,1,传祺M6,98000,1.45,300,中山
MUV,1,别克GL8,317000,1.62,290,济南
MUV,7,Sprinter,365000,1.05,570,北京
MUV,2,威尔法,925000,1.16,300,杭州
MUV,1,威尔法,838000,2.56,500,哈尔滨
MUV,7,埃尔法,838000,2.66,800,长沙
MUV,4,别克GL8,270000,1.87,450,北京
MUV,14,森雅,9900,2.69,600,广州
MUV,4,别克GL8,189800,1.01,480,潍坊
MUV,4,别克GL8,179800,1.96,480,无锡
MUV,5,别克GL8,229800,1.31,1000,绍兴
MUV,5,别克GL8,188000,1.42,900,济南
MUV,1,传祺M8,215799,1.58,50,济南
MUV,13,Sprinter,298000,2.46,700,青岛
MUV,4,威霆,265800,1.73,200,温州
MUV,3,别克GL6,73800,2.6,700,广州
MUV,1,赛那SIENNA,383900,1.65,1,潍坊
MUV,1,赛那SIENNA,386800,1.88,1,潍坊
MUV,7,贵士,268000,1.87,900,石家庄
MUV,8,别克GL8,87800,4.23,2300,广州
MUV,1,埃尔法,1060000,1.23,281,济南
MUV,4,传祺M8,149800,1.8,229,佛山
MUV,4,别克GL8,178800,1.39,707,重庆
MUV,7,埃尔法,738000,1.08,190,北京
MUV,7,埃尔法,687000,2.29,900,济南
MUV,7,别克GL8,125800,1.14,860,北京
MUV,3,嘉际,83800,2.54,500,台州
MUV,0,艾力绅,296800,1.18,1,潍坊
MUV,4,奔驰V级,378000,1.56,890,杭州
MUV,4,夏朗,163000,1.83,360,石家庄
MUV,0,别克GL8,308800,1.33,50,石家庄
MUV,0,别克GL8,245000,1.14,1,石家庄
MUV,2,别克GL8,268000,1.63,680,杭州
MUV,4,威霆,249800,1.33,600,温州
跑车,0,保时捷718,628000,1.62,40,沈阳
跑车,6,保时捷911,1099000,1.57,459,苏州
跑车,4,保时捷718,518800,1.64,210,东莞
跑车,2,保时捷911,1388000,1.71,148,苏州
跑车,7,奥迪TT,228800,1.6,790,东莞
跑车,10,奥迪R8,497000,1.41,715,郑州
跑车,4,保时捷718,598000,1.04,210,苏州
跑车,1,捷豹F-TYPE,523000,1.4,26,上海
跑车,6,宝马M2,388000,1.17,310,连云港
跑车,3,保时捷911,1718000,1.77,69,嘉兴
跑车,3,保时捷718,628000,1.52,260,广州
跑车,2,保时捷718,599000,1.37,160,苏州
跑车,2,保时捷718,839000,1.17,220,苏州
跑车,2,保时捷718,639000,1.27,140,苏州
跑车,0,保时捷911,1688000,1.07,150,广州
跑车,5,科迈罗,198000,1.39,850,上海
跑车,3,保时捷718,658000,1.58,120,嘉兴
跑车,4,保时捷718,418000,1.79,710,杭州
跑车,3,法拉利F8,4988000,1.62,1,天津
跑车,4,保时捷718,558800,1.73,220,成都
跑车,18,奔驰SLK级,98800,2.86,869,佛山
跑车,2,保时捷911,1723400,1.25,1,成都
跑车,4,保时捷718,588000,1.07,140,苏州
跑车,4,保时捷718,499000,1.28,509,苏州
跑车,4,保时捷718,508800,1.94,340,合肥
跑车,1,捷豹F-TYPE,518800,1.32,270,合肥
跑车,6,保时捷718,415800,1.54,620,南京
跑车,2,保时捷911,1328800,1.65,290,合肥
跑车,2,Mustang,298000,1.41,80,沈阳
跑车,2,保时捷718,568000,1.22,969,杭州
跑车,4,保时捷718,599000,1.47,120,苏州
跑车,0,保时捷911,1709000,1.24,84,苏州
跑车,4,保时捷718,838000,1.44,68,合肥
跑车,10,欧陆,958000,1.87,450,上海
跑车,7,Boxster,398000,1.82,450,南京
跑车,2,保时捷718,786000,1.92,250,广州
跑车,9,Cayman,318000,1.34,720,广州
跑车,1,捷豹F-TYPE,598000,1.13,38,成都
跑车,2,保时捷911,1360000,1.61,200,杭州
跑车,6,欧陆,1880000,1.9,70,北京
跑车,4,欧陆,3060000,1.07,160,北京
跑车,4,保时捷718,458000,1.52,370,南京
跑车,4,Mustang,228000,1.62,380,泉州
跑车,4,保时捷718,548000,1.25,80,上海
跑车,4,宝马M2,365800,1.65,550,合肥
跑车,10,保时捷911,688000,1.21,600,杭州
跑车,4,保时捷718,468800,1.76,420,成都
跑车,11,保时捷911,529000,1.92,770,东莞
跑车,8,保时捷911,1249000,1.79,265,东莞
跑车,4,Mustang,478000,1.73,140,成都
跑车,4,保时捷718,555000,1.93,200,宁波
跑车,3,保时捷718,598000,1.9,260,宁波
跑车,4,保时捷718,488000,1.99,430,宁波
跑车,2,保时捷911,1398000,1,220,合肥
跑车,3,保时捷718,648000,1.78,70,台州
跑车,4,魅影,6180000,1.83,17,深圳
跑车,6,保时捷911,1028000,1.43,112,杭州
跑车,4,保时捷718,588000,1.13,240,杭州
跑车,4,保时捷718,588000,1.07,221,杭州
跑车,4,保时捷718,559000,1.61,380,苏州
跑车,2,保时捷718,649000,1.44,56,苏州
跑车,2,保时捷718,784300,1.77,55,苏州
跑车,7,Boxster,420000,1.96,180,上海
跑车,2,保时捷911,1458000,1.54,100,深圳
跑车,2,保时捷911,1638000,1.04,40,深圳
跑车,4,保时捷718,588000,1.54,200,深圳
跑车,2,保时捷911,1428000,1.09,90,深圳
跑车,2,保时捷911,1458000,1.7,100,深圳
跑车,6,保时捷718,398000,1.04,440,合肥
跑车,2,保时捷718,596000,1.55,250,合肥
跑车,2,Roma,2928000,1.68,10,杭州
跑车,2,保时捷718,638000,1.21,459,深圳
跑车,0,斯巴鲁BRZ,325000,1.19,9,上海
跑车,4,宝马M2,509799,1.93,140,北京
跑车,4,Mustang,188800,1.21,610,东莞
跑车,4,保时捷718,508000,1.53,170,杭州
跑车,6,保时捷718,510000,1.34,400,北京
跑车,2,保时捷911,1400000,1.46,80,北京
跑车,3,宝马Z4,435800,1.84,35,北京
跑车,7,保时捷911,1930000,1.89,160,上海
跑车,4,魅影,5580000,1.09,50,北京
跑车,5,欧陆,1728000,1.63,360,杭州
跑车,2,Huracán,3760000,1.94,15,北京
跑车,4,欧陆,2870000,1.34,260,杭州
跑车,4,保时捷911,4380000,1.92,27,杭州
跑车,4,欧陆,3150000,1.25,120,杭州
跑车,4,保时捷718,618000,1.08,160,台州
跑车,6,捷豹F-TYPE,358000,1.64,400,青岛
跑车,2,保时捷911,1298000,1.25,160,上海
跑车,4,保时捷718,490000,1.42,270,合肥
跑车,4,保时捷911,1760000,1.53,280,杭州
跑车,9,魅影,3390000,1.32,440,北京
跑车,7,法拉利488,2758000,1.93,180,北京
跑车,1,保时捷718,826000,1.26,66,合肥
跑车,2,法拉利F8,4790000,1.35,19,北京
跑车,9,Cayman,340000,1.47,819,北京
跑车,3,阿斯顿??马丁DB11,1795000,1.65,210,杭州
跑车,2,保时捷911,2538000,1.65,50,杭州
跑车,5,保时捷911,1298000,1.65,392,成都
跑车,2,保时捷911,1428000,1.74,210,成都
跑车,8,保时捷911,1600000,1.85,60,北京
跑车,10,保时捷911,778000,1.18,420,上海
跑车,4,保时捷718,578000,1.45,350,台州
跑车,2,保时捷718,618000,1.34,57,台州
跑车,2,欧陆,3590000,1.24,90,北京
跑车,11,奔驰SLK级,149800,2.65,700,青岛
跑车,12,奥迪R8,808800,1.86,400,北京
跑车,3,保时捷718,688000,1.1,200,北京
跑车,2,保时捷718,688000,1.45,60,北京
跑车,10,欧陆,1398000,1.5,170,北京
跑车,10,欧陆,1180000,1.24,400,北京
跑车,8,宝马i8,828000,1.76,500,北京
跑车,2,保时捷911,1430000,1.76,80,北京
跑车,3,保时捷911,1510000,1.83,90,北京
跑车,2,保时捷911,1558000,1.89,90,上海
跑车,2,保时捷911,1439000,1.78,95,上海
跑车,3,保时捷911,1538000,1.1,50,上海
跑车,2,保时捷911,1523000,1.19,90,上海
跑车,6,Huracán,2218000,1.26,250,上海
跑车,3,保时捷911,1498000,1.54,100,上海
跑车,5,Aventador,5688000,1.99,130,杭州
跑车,11,Aventador,3200000,1.05,134,东莞
跑车,2,Roma,2750000,1,130,东莞
跑车,8,迈凯伦650S,1980000,1.23,110,东莞
跑车,3,宝马Z4,517000,1.97,150,无锡
跑车,8,欧陆,1358000,1.68,470,苏州
跑车,4,保时捷718,528000,1.16,357,合肥
跑车,2,保时捷718,598000,1.83,260,武汉
跑车,2,保时捷718,588000,1.73,340,武汉
跑车,4,保时捷718,437800,1.39,700,常州
跑车,3,英菲尼迪Q60,255000,1.23,200,无锡
跑车,4,保时捷718,528000,1.46,229,合肥
跑车,3,保时捷718,655000,1.62,280,北京
跑车,6,保时捷718,430000,1.18,700,宁波
跑车,9,Cayman,289800,1.56,1100,宁波
跑车,0,保时捷718,668000,1.14,21,中山
跑车,5,奥迪TT,275000,1.27,345,合肥
跑车,10,法拉利FF,2099800,1.49,130,重庆
跑车,6,保时捷911,938000,1.24,200,沈阳
跑车,2,保时捷718,618000,1.54,220,上海
跑车,3,保时捷718,578000,1.82,200,上海
跑车,6,Huracán,2397700,1.62,200,上海
跑车,2,保时捷911,1400000,1.56,134,上海
跑车,3,宝马Z4,418000,1.75,91,西安
跑车,7,法拉利488,2977700,1.81,50,上海
跑车,9,奥迪TT,148000,1.11,819,昆明
跑车,2,保时捷718,609800,1.63,140,常州
跑车,3,Mustang,286800,1.65,200,东莞
跑车,4,保时捷718,528000,1.11,330,武汉
跑车,4,宝马M2,568000,1.48,300,台州
跑车,9,保时捷911,1280000,1.67,340,东莞
跑车,6,奥迪R8,1558000,1.6,320,东莞
跑车,4,保时捷718,518000,1.18,740,东莞
跑车,12,欧陆,788000,2.12,620,东莞
跑车,2,保时捷718,578000,1.54,100,沈阳
跑车,9,保时捷911,638000,1.2,390,苏州
跑车,2,Huracán,3277700,1.62,70,上海
跑车,0,宝马Z4,438000,1.42,68,重庆
跑车,8,宝马i8,837800,1.75,330,常州
跑车,8,宝马i8,918000,1.64,300,武汉
跑车,9,奥迪TT,155500,1.62,1000,佛山
跑车,5,科迈罗,245799,1.37,220,苏州
跑车,4,保时捷718,568000,1.89,300,无锡
跑车,4,保时捷718,518000,1.69,300,北京
跑车,7,奥迪TT,285000,1.53,280,合肥
跑车,4,宝马M2,486000,1.87,310,石家庄
跑车,2,保时捷718,598000,1.99,300,苏州
跑车,7,Mustang,197800,1.4,400,常州
跑车,5,阿斯顿??马丁DB11,1688000,1.42,360,广州
跑车,0,宝马Z4,458000,1.92,6,杭州
跑车,0,保时捷718,618800,1.76,30,长沙
跑车,4,宝马M2,418000,1.78,296,广州
跑车,10,欧陆,1418000,1.92,310,北京
跑车,6,保时捷911,928000,1.26,310,北京
跑车,2,保时捷718,618000,1.16,229,北京
跑车,6,保时捷911,928000,1.61,320,北京
跑车,2,保时捷718,598000,1.9,60,北京
跑车,11,奥迪TT,148000,1.76,210,上海
跑车,9,宝马Z4,198900,1.84,409,上海
跑车,2,保时捷911,1398000,1.53,260,成都
跑车,4,保时捷718,558000,1.9,227,成都
跑车,11,Gallardo,990000,1.15,470,北京
跑车,6,宝马M2,323000,1.46,881,广州
跑车,6,保时捷911,888000,1.92,290,广州
跑车,6,保时捷911,1048000,1.35,290,广州
跑车,6,保时捷911,828000,1.61,459,成都
跑车,4,保时捷718,429799,1.09,315,成都
跑车,0,保时捷911,1480000,1.7,100,杭州
跑车,13,Cayman,218000,2.96,880,佛山
跑车,6,保时捷911,858000,1.04,300,郑州
跑车,0,保时捷718,699000,1.38,47,石家庄
跑车,4,保时捷718,518000,1.35,500,东莞
跑车,3,保时捷911,1458000,1.76,260,郑州
跑车,0,保时捷911,1568000,1.74,200,东莞
跑车,6,欧陆,1630000,1.35,415,合肥
跑车,4,宝马M2,388800,1.79,560,广州
跑车,6,保时捷718,438900,1.06,530,上海
跑车,9,宝马Z4,270000,1.48,210,石家庄
跑车,6,保时捷718,456000,1.19,450,成都
跑车,4,保时捷718,548000,1.18,280,广州
跑车,3,阿斯顿??马丁DB11,1868000,1.11,100,郑州
跑车,0,保时捷718,628000,1.79,70,贵阳
跑车,9,魅影,3698000,1.31,80,上海
跑车,3,英菲尼迪Q60,249800,1.81,330,成都
跑车,3,宝马Z4,399799,1.23,124,广州
跑车,6,奔驰SLC,326800,1.03,163,广州
跑车,2,保时捷718,628000,1.97,84,广州
跑车,2,保时捷911,1328000,1.63,94,上海
跑车,4,马自达MX-5,388000,1.72,67,上海
跑车,6,保时捷718,448000,1.1,470,上海
跑车,9,Cayman,295000,1.25,580,上海
跑车,3,宝马Z4,498000,1.2,260,苏州
跑车,3,捷豹F-TYPE,435000,1.52,50,苏州
跑车,4,保时捷718,495800,1.59,564,东莞
跑车,5,欧陆,1680000,1.57,400,无锡
跑车,0,斯巴鲁BRZ,318000,1.21,30,合肥
跑车,13,宝马Z4,166800,2.94,760,广州
跑车,11,阿斯顿??马丁DB9,698000,1.57,400,苏州
跑车,11,尚酷,78600,1.87,450,昆明
跑车,3,Mustang,259800,1.46,360,西安
跑车,4,保时捷718,529800,1.22,150,成都
跑车,0,宝马Z4,439799,1.45,190,昆明
跑车,3,保时捷718,638800,1.19,200,济南
跑车,9,Cayman,315000,1.1,440,南京
跑车,2,保时捷718,666800,1.44,70,苏州
跑车,11,法拉利458,1759800,1.21,210,重庆
跑车,9,Boxster,429799,1.56,380,重庆
跑车,6,保时捷911,839800,1.08,370,东莞
跑车,4,宝马M2,559800,1.01,110,北京
跑车,3,宝马i8,1228000,1.78,200,上海
